,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color
5333,16900,2019.0,8,1246,2,5,2,46873.0,0,0,1,11,0
3494,5950,2007.0,6,129,6,8,2,88741.94803113553,4,0,3,13,12
7803,5950,2006.0,3,2086,2,5,2,249.0,0,0,0,5,1
4075,23990,2013.0,20,1533,2,6,2,73242.0,0,2,0,0,10
1754,13995,2014.0,5,928,6,8,2,72946.0,0,0,3,13,0
4152,14995,2013.0,11,1052,6,8,2,173318.0,0,0,3,13,1
8965,8900,2018.0,11,1108,6,3,2,37270.0,0,0,1,9,12
7763,34000,2014.0,11,989,3,6,0,88741.94803113553,0,0,0,10,10
2669,22990,2012.0,11,1515,2,6,2,18698.0,0,2,2,7,9
4023,12500,2016.0,34,662,2,3,2,39498.0,0,0,1,9,10
4200,9490,2010.0,5,1860,3,6,2,195079.0,0,0,2,10,10
6558,39995,2007.0,11,1027,6,8,0,61744.0,0,3,1,10,10
1181,8800,2002.0,34,2026,6,8,2,88741.94803113553,0,0,3,13,12
8123,10500,2011.0,29,38,2,6,2,119000.0,5,0,0,10,0
9439,25995,2014.0,34,2037,6,5,2,83209.0,0,0,0,8,1
4645,3999,2012.0,11,1178,0,8,2,214500.0,0,0,3,9,12
3233,30500,2016.0,29,7,3,6,2,69000.0,1,0,0,10,9
872,29490,2017.0,37,301,2,6,2,103932.0,0,0,2,10,10
207,22490,2015.0,15,1663,6,5,2,60721.0,0,0,2,9,0
7149,24500,2020.0,17,644,0,3,2,1262.0,0,0,0,0,0
8381,31499,2018.0,24,653,6,3,2,22540.0,0,2,0,9,1
8130,0,2009.0,5,1903,6,6,0,171746.0,0,0,0,10,12
4896,9999,2013.0,5,856,0,3,2,144854.0,0,0,1,0,10
3964,33900,2017.0,34,2026,6,5,2,66700.0,0,0,0,8,1
466,22500,2011.0,17,2244,6,5,2,103678.0,0,0,2,0,12
8786,18999,2015.0,8,581,6,5,2,101328.0,0,0,2,9,10
2398,46532,2020.0,11,909,6,8,2,88741.94803113553,0,0,3,13,12
2018,14350,2019.0,26,2209,6,8,2,7487.0,0,0,1,13,8
7769,11999,2018.0,18,1153,6,8,2,37113.0,0,0,1,9,1
9517,31990,2016.0,34,186,2,5,2,21066.0,0,0,3,7,0
3268,18450,2015.0,37,1797,0,8,2,25929.0,0,0,2,3,9
132,34990,2015.0,11,2018,2,0,2,159808.0,0,0,0,10,10
4349,26900,2016.0,11,2008,2,6,2,31124.0,0,0,2,10,10
8078,16995,2008.0,11,954,0,6,2,110978.0,0,0,0,10,4
1616,9500,2008.0,11,1080,0,6,2,104060.0,0,0,2,10,10
488,13900,2009.0,35,1739,6,5,2,97571.0,0,0,1,13,1
231,4980,2011.0,5,704,6,8,2,88741.94803113553,0,0,3,13,12
2945,4999,2005.0,13,1621,6,8,2,145000.0,0,0,3,13,12
4460,0,2012.0,17,1414,6,8,2,52352.0,0,0,3,13,12
7108,29995,2010.0,11,1044,3,6,2,95047.0,0,0,0,6,0
4157,16995,2016.0,11,2133,6,8,2,132098.0,0,0,3,13,10
2931,2995,2006.0,37,325,1,3,2,289432.0,0,0,1,0,5
2201,5800,2008.0,26,1726,0,3,2,146000.0,0,0,1,0,10
1091,3950,1941.0,8,496,2,5,2,999999.0,2,0,2,9,4
913,33990,2016.0,11,1050,2,6,2,18175.0,0,0,3,8,8
2419,28590,2013.0,2,1431,2,6,2,79918.0,0,2,2,2,10
2485,24750,2017.0,11,949,6,5,2,11969.0,0,0,2,13,10
6405,30903,2019.0,8,581,6,5,2,15006.0,0,0,0,9,5
8325,23194,2020.0,26,1726,6,3,2,14125.0,0,0,0,0,12
3200,23900,2014.0,11,1062,6,8,2,129000.0,0,0,3,13,12
422,7990,2008.0,13,386,0,5,2,119000.0,0,0,2,3,12
2451,28746,2019.0,5,483,6,8,2,88741.94803113553,0,0,3,13,12
3954,8995,2012.0,6,2121,0,5,2,125493.0,0,0,1,5,1
8814,42999,2019.0,34,2026,6,5,2,14106.0,0,0,0,10,5
9889,14000,2013.0,32,1324,0,3,2,75400.0,0,0,0,4,1
3499,1,2015.0,11,1513,0,6,2,77568.0,1,0,3,2,12
9481,75995,2020.0,11,984,6,6,4,315.0,0,0,0,8,10
4096,10977,2011.0,2,123,6,5,2,84142.0,0,0,3,9,10
8738,18500,2018.0,8,1248,6,5,4,29314.0,0,0,1,7,9
9386,1,2018.0,34,662,6,8,2,88741.94803113553,0,0,3,13,12
843,5980,2007.0,4,723,6,5,2,93168.0,6,1,2,9,9
8137,0,2007.0,29,157,6,5,0,150207.0,0,0,0,10,12
6463,29900,2013.0,5,1894,0,6,0,103401.0,0,0,0,10,9
6798,11995,2003.0,17,2231,3,5,2,133631.0,0,1,0,6,1
3443,21299,2017.0,12,371,2,5,2,81170.0,0,0,1,0,5
9800,15995,2008.0,37,272,6,8,2,86517.0,0,0,0,0,8
6746,8999,2012.0,34,1692,2,8,2,123000.0,5,0,0,0,8
4000,5200,2008.0,3,843,2,6,2,192000.0,5,0,1,0,11
7812,13900,2006.0,11,1084,6,6,0,95159.0,0,0,0,7,3
1542,27500,2020.0,5,489,3,7,1,12100.0,0,0,1,13,6
9088,4665,1983.0,5,486,2,5,2,85000.0,0,1,0,0,0
9628,51200,2020.0,5,1887,2,6,2,212.0,0,0,3,8,5
7981,5500,2003.0,8,1246,0,5,2,119949.0,0,0,0,5,8
7265,26190,2019.0,34,1692,6,8,2,18697.0,0,0,0,12,12
3043,16900,2013.0,5,1893,6,8,2,183000.0,0,0,3,13,12
5106,9385,2015.0,8,1367,0,8,2,103618.0,0,0,1,0,0
7541,16495,2019.0,5,704,6,3,2,17823.0,0,2,1,9,10
3734,34977,2010.0,37,2196,6,3,2,28606.0,0,1,3,9,10
6369,19194,2015.0,13,381,6,3,2,44835.0,0,0,1,9,12
5031,18500,2016.0,26,1503,2,5,2,91576.0,0,0,2,0,0
583,32995,2013.0,5,1921,6,8,2,27657.0,0,0,3,13,5
3287,2995,2002.0,11,1134,0,3,2,88741.94803113553,0,0,3,13,8
4030,10977,2013.0,34,662,6,3,2,73429.0,0,1,1,9,1
7250,10999,2019.0,26,2210,6,3,2,20920.0,0,0,1,9,5
2861,32900,2017.0,11,1062,6,8,2,84000.0,0,0,3,13,12
6160,16800,2017.0,17,596,3,3,2,65830.0,0,0,0,0,0
8861,10999,2012.0,11,1178,6,5,4,103112.0,0,0,3,9,1
4520,0,2013.0,11,949,3,5,2,34699.0,0,0,2,10,10
2413,2800,2011.0,11,1134,6,8,2,216000.0,0,0,3,13,12
80,27990,2015.0,17,2242,2,5,2,8685.0,0,2,0,0,4
3109,2800,1969.0,5,556,1,6,2,88741.94803113553,0,0,2,3,8
9969,11995,2013.0,5,1436,6,8,2,50503.0,0,3,3,7,12
8191,31194,2019.0,32,696,6,3,2,9916.0,0,0,0,0,5
1846,22550,2012.0,17,2248,0,5,2,123958.0,0,0,0,0,10
3742,15900,2013.0,13,1626,0,5,2,114340.0,0,0,1,0,8
6390,0,2012.0,11,1008,6,6,0,113251.0,0,0,0,10,12
3405,1000,1973.0,34,2321,6,8,4,88741.94803113553,2,2,3,13,12
14,4900,2003.0,11,899,2,6,2,177000.0,0,0,2,0,1
1975,36995,2019.0,11,1069,6,8,2,60025.0,0,0,0,13,10
6402,25499,2017.0,0,1702,6,5,2,27604.0,0,2,0,0,9
830,20000,2014.0,37,81,0,5,2,88741.94803113553,0,0,0,6,9
6221,6950,2006.0,5,934,2,6,2,142155.0,0,0,2,11,12
3562,26900,2015.0,11,1062,6,8,2,110000.0,0,0,3,13,12
3497,16988,2011.0,34,2026,6,5,2,167319.0,0,0,2,10,8
5596,31950,2020.0,17,1255,6,5,2,12197.0,0,0,0,0,12
3929,19700,2016.0,13,687,6,3,2,73474.0,0,0,3,0,0
9774,38995,2017.0,29,90,6,5,0,124341.0,0,0,0,8,9
5804,5300,2008.0,17,1416,6,5,2,158000.0,0,0,0,0,1
3931,3400,1994.0,4,839,2,6,2,76000.0,0,0,1,3,0
6692,15995,2010.0,11,783,6,8,2,130626.0,0,3,1,12,10
185,4950,2003.0,5,2060,0,6,2,171140.0,0,0,3,0,12
1248,12990,2016.0,5,1953,2,8,2,16539.0,0,2,1,9,8
9241,12000,2015.0,11,1181,6,8,3,75877.0,1,0,3,13,12
2476,5125,2004.0,5,2126,2,5,2,88741.94803113553,0,0,0,13,8
2089,57000,2006.0,37,292,6,8,0,88741.94803113553,0,0,3,13,12
3358,23900,2015.0,22,1428,6,5,2,92546.0,0,0,3,0,9
9411,39995,2019.0,5,1878,2,6,2,57525.0,0,0,3,8,12
5155,0,2006.0,11,1032,3,6,2,88741.94803113553,0,0,2,13,9
3516,23989,2017.0,4,427,6,3,2,29312.0,0,0,2,3,10
6721,10000,2006.0,29,5,2,8,2,88741.94803113553,0,1,0,13,12
7047,29999,2014.0,29,5,6,6,2,103899.0,0,2,0,10,1
3597,13995,2006.0,34,2026,6,5,2,88741.94803113553,0,0,0,13,12
7679,7995,2011.0,35,1359,3,8,2,85981.0,0,1,3,9,9
6608,12495,2012.0,3,843,6,5,2,120887.0,0,0,3,0,3
5213,35990,2020.0,29,18,2,6,2,4058.0,0,0,0,8,10
3455,22500,2014.0,34,2177,2,6,2,186436.0,0,0,2,10,5
4268,5400,2000.0,37,65,2,5,2,255600.0,0,0,0,0,9
9650,9990,2019.0,11,1115,2,8,2,29741.0,0,2,1,4,9
7224,29995,2016.0,2,58,6,5,2,39860.0,0,0,3,3,12
3390,19989,2015.0,12,368,6,5,2,95839.0,0,0,3,0,0
8851,19999,2016.0,12,2077,6,3,2,42371.0,0,0,1,0,1
3942,29590,2015.0,5,1868,2,6,2,33092.0,0,2,0,8,0
6688,4095,2021.0,37,251,4,8,4,88741.94803113553,0,2,3,13,0
994,10937,2007.0,11,791,6,8,2,88741.94803113553,0,0,3,13,12
1943,8995,2011.0,26,402,6,3,2,139860.0,0,2,1,9,5
1095,23900,2016.0,8,577,2,5,2,36123.0,0,0,2,3,6
3253,0,2005.0,12,1823,6,8,2,88741.94803113553,0,0,3,13,12
7548,12995,2018.0,26,2212,3,3,2,27751.0,0,0,1,9,5
2881,33500,2015.0,5,526,6,6,2,19975.0,0,1,2,3,10
9850,11900,2014.0,8,1246,6,8,2,0.0,0,2,3,7,10
6232,29194,2017.0,26,1503,6,5,2,25935.0,0,2,0,0,1
3529,13990,2010.0,19,1347,2,5,2,74216.0,0,2,2,9,1
1213,30250,2017.0,11,949,2,6,2,43755.0,0,0,2,10,8
3965,3900,2002.0,13,720,2,3,2,197245.0,0,0,1,0,4
1857,7700,2011.0,13,1556,0,5,2,172000.0,0,0,1,5,9
3865,32500,2014.0,34,2178,3,6,2,116000.0,0,0,0,10,8
4856,39500,2019.0,34,2179,2,6,2,38557.0,0,0,2,10,1
3699,12590,2012.0,35,446,2,8,2,58282.0,0,0,1,4,0
6574,36963,2018.0,17,399,6,3,2,10455.0,0,0,0,0,8
1041,23980,2017.0,11,995,3,5,2,112992.0,0,0,0,10,5
554,15995,2004.0,17,2231,2,5,2,64694.0,0,1,0,0,4
7963,19999,2015.0,11,873,0,3,2,42022.0,0,0,0,0,8
7424,13991,2019.0,26,1808,6,3,2,39853.0,0,0,1,9,0
742,37995,2017.0,11,1001,0,8,0,83055.0,0,0,0,8,10
175,18900,2018.0,13,600,3,3,2,33939.0,0,0,1,9,10
1716,6980,2008.0,11,906,6,8,2,88741.94803113553,0,0,3,13,12
2542,11000,2012.0,11,906,2,6,2,155000.0,0,0,2,0,0
7507,14995,2011.0,11,998,6,8,4,165983.0,0,0,0,8,10
7415,1,2016.0,34,1813,6,8,2,88741.94803113553,0,0,3,13,12
3500,7000,2004.0,2,2317,2,5,2,64000.0,0,0,2,2,12
52,14498,2017.0,12,2077,0,8,2,74716.0,0,0,0,0,5
4964,17500,2001.0,37,68,3,6,2,17000.0,0,0,2,3,0
1611,7500,2008.0,2,2270,0,8,2,140407.0,0,0,3,0,10
2671,16998,2018.0,34,662,6,8,2,54444.0,0,0,1,13,9
5926,14000,2014.0,34,1692,0,3,2,138366.0,0,0,0,0,10
9031,10999,2009.0,32,1147,6,3,2,84430.0,0,0,3,0,4
5012,10605,2015.0,26,1665,6,5,2,93776.0,0,0,1,11,9
2247,22934,2020.0,11,819,6,8,2,88741.94803113553,0,0,3,13,12
9155,8588,2013.0,11,1134,6,3,2,46142.0,0,0,1,4,1
4789,13000,2010.0,19,1747,6,8,2,88741.94803113553,0,0,3,13,12
3840,16900,2007.0,17,2231,6,5,2,131608.0,0,0,0,13,4
3324,29900,2015.0,5,1914,6,8,2,165000.0,0,0,3,13,12
518,17980,2010.0,34,2177,2,6,2,99959.0,0,0,2,10,10
1927,11995,2015.0,34,1630,6,8,2,132025.0,0,0,1,13,10
9633,38990,2020.0,18,2075,2,5,2,10986.0,0,2,1,7,0
9404,7299,2008.0,13,381,6,8,2,152000.0,0,0,3,13,12
8566,14995,2004.0,34,2026,0,8,2,145698.0,0,0,0,8,0
2077,3950,2009.0,21,190,6,5,2,218000.0,0,0,3,5,12
9192,8900,2011.0,32,1147,6,3,2,149084.0,0,0,3,0,12
7272,12991,2011.0,3,843,6,5,2,114355.0,0,0,1,0,10
1225,0,2014.0,37,264,6,8,0,88741.94803113553,0,0,3,13,12
8088,11995,2003.0,17,2231,3,5,2,133631.0,0,1,0,6,1
8822,39999,2017.0,12,552,6,3,0,15916.0,0,0,0,10,8
697,31950,2015.0,17,2250,0,5,2,53395.0,0,0,0,0,1
7687,10500,2003.0,25,1396,1,3,2,105000.0,4,1,0,9,1
7997,0,2015.0,29,87,6,5,0,58818.0,0,0,0,10,12
6085,5999,1984.0,4,1816,2,6,2,59601.0,0,0,1,9,10
2033,0,2016.0,5,2004,3,6,2,88741.94803113553,0,0,2,0,0
628,22500,2004.0,17,2231,2,5,2,18433.0,0,0,0,0,3
7623,36988,2019.0,17,1263,6,8,2,25401.0,0,0,0,0,0
9078,9200,2013.0,17,646,6,8,2,88741.94803113553,0,0,3,13,12
1371,2700,2004.0,15,1204,6,8,2,88741.94803113553,0,0,3,13,12
3371,20900,2015.0,11,1062,6,8,2,130000.0,0,0,3,13,12
1797,0,2012.0,11,1065,3,6,0,88741.94803113553,5,0,0,10,8
5045,22490,2015.0,34,181,6,5,2,100852.0,0,0,2,0,0
7862,2500,2002.0,8,752,2,6,2,150000.0,0,0,0,10,9
7248,12999,2018.0,11,1134,6,3,2,42483.0,0,0,1,9,5
4194,4499,2005.0,11,920,0,5,2,214500.0,0,0,2,8,0
8044,14995,2014.0,6,2116,6,8,4,65070.0,0,0,1,5,0
7949,13999,2012.0,35,445,0,3,2,58349.0,0,0,1,4,9
1415,28990,2015.0,37,299,2,3,0,40824.0,0,0,2,10,10
9756,28995,2016.0,34,2192,6,6,2,65894.0,0,0,2,8,0
7908,31995,2013.0,5,1860,6,6,2,61439.0,0,0,0,10,1
5906,6500,1990.0,5,1858,1,6,2,235000.0,0,0,0,6,1
7061,5999,2010.0,26,402,6,3,2,117642.0,0,0,1,9,12
3387,9950,2006.0,22,627,2,6,2,169774.0,0,0,2,3,3
7068,31980,2017.0,5,1860,6,6,2,84169.0,0,0,0,10,9
1746,24590,2019.0,11,1045,2,6,2,5439.0,0,2,3,8,10
6565,13499,2017.0,5,704,6,3,2,40499.0,0,2,1,9,1
1607,15477,2015.0,17,1710,6,8,2,31743.0,0,0,1,13,6
813,10500,2004.0,27,1283,2,6,2,120500.0,0,0,2,13,0
8963,14995,2018.0,26,1808,2,8,2,32504.0,0,0,1,9,1
7142,22800,2014.0,34,2026,0,5,2,41936.0,4,0,0,8,5
6981,25194,2018.0,11,873,6,3,2,24461.0,0,0,0,0,12
6379,5500,2010.0,20,1473,2,3,2,180000.0,0,0,0,9,10
7878,6500,2003.0,6,1246,0,5,2,91600.0,0,0,1,5,8
6112,1,2021.0,5,1858,2,8,2,88741.94803113553,0,0,3,13,12
6121,12991,2011.0,3,843,6,5,2,114355.0,0,0,1,0,10
5953,3100,2006.0,34,662,2,3,2,206000.0,0,0,2,3,0
581,7995,1999.0,11,1069,6,8,2,224136.0,0,0,3,13,10
8067,9999,2007.0,11,899,6,6,2,136580.0,0,0,0,0,1
2076,41900,2019.0,29,27,3,5,0,13000.0,0,0,0,8,10
1605,1000,2020.0,37,327,0,7,4,88741.94803113553,0,2,3,1,4
2368,41432,2018.0,11,1041,6,8,2,88741.94803113553,0,0,3,13,12
9798,75995,2020.0,11,984,6,6,4,315.0,0,0,0,8,10
9440,31995,2014.0,17,2252,6,5,2,45687.0,0,0,0,0,5
2141,4950,2005.0,11,1051,6,6,2,260588.0,0,0,3,10,12
2110,3850,2003.0,13,687,6,3,2,195828.0,0,0,3,0,10
5145,21777,2019.0,34,538,3,3,2,46595.0,0,0,1,9,9
6701,18999,2013.0,17,2231,6,5,2,101930.0,0,0,0,0,8
2799,28995,2016.0,17,2243,0,5,2,103331.0,0,0,0,13,10
8712,34595,2019.0,5,1871,2,8,2,27696.0,0,0,0,8,9
6361,9500,1999.0,11,1068,0,6,0,201633.0,4,0,0,10,10
4947,0,2012.0,34,1692,0,3,2,33000.0,0,0,3,0,0
7700,24995,2013.0,11,976,6,8,4,101462.0,0,0,0,8,8
9790,25995,2019.0,22,622,6,3,2,45675.0,0,0,1,9,10
3701,15900,2014.0,8,1246,6,5,2,122134.0,0,0,1,11,10
9501,14995,2018.0,5,707,2,8,2,42947.0,0,0,3,9,9
2519,33990,2018.0,5,532,2,6,2,10579.0,0,2,2,3,8
4991,20995,2015.0,26,414,0,6,2,106405.0,0,0,2,0,10
2993,25900,2015.0,11,1062,6,8,2,103000.0,0,0,3,13,12
9833,16900,2016.0,5,633,2,3,2,82700.0,0,0,2,10,10
4640,3699,2004.0,3,1709,0,8,2,109500.0,0,0,3,0,12
8762,0,2015.0,12,1846,6,6,0,153787.0,0,0,0,10,12
238,4500,2008.0,37,120,0,3,2,133000.0,0,0,1,9,0
6591,12900,2012.0,11,1132,6,8,2,117522.0,0,0,0,0,9
216,32750,2016.0,12,37,0,6,2,96000.0,0,0,0,8,10
1689,36990,2016.0,11,2020,2,6,0,89735.0,0,0,2,10,10
3210,6995,2013.0,14,834,0,3,2,131531.0,0,0,1,9,8
4060,29900,2017.0,20,1531,0,5,2,73000.0,0,0,2,0,0
6156,19599,2017.0,17,590,6,8,2,88741.94803113553,0,0,1,0,12
7313,16750,2010.0,19,1755,0,5,2,90190.0,0,0,0,0,9
1397,5270,2011.0,11,1178,6,5,2,162391.0,6,0,1,9,0
5784,14950,2015.0,21,743,0,3,2,93541.0,0,0,0,0,1
1572,36995,2019.0,11,1069,6,8,2,60025.0,0,0,0,13,10
3884,19750,2017.0,15,1654,6,3,2,60548.0,0,0,2,9,5
9473,57995,2019.0,29,92,6,5,0,17513.0,0,0,0,8,9
5884,10850,2013.0,18,1567,0,3,2,88741.94803113553,1,0,0,9,10
9731,41990,2017.0,12,1826,2,6,2,47508.0,0,0,0,8,9
7357,6300,2006.0,17,1409,0,5,2,130000.0,0,0,0,0,5
147,27990,2016.0,37,301,2,6,2,97126.0,0,0,2,10,10
6587,10901,2014.0,34,1631,6,3,3,89679.0,0,0,1,9,0
8370,33888,2018.0,5,1860,6,6,2,91023.0,0,0,0,10,9
9709,2495,2001.0,5,1998,2,6,2,88741.94803113553,0,0,0,0,5
4957,4995,2006.0,15,1204,6,8,2,88741.94803113553,0,0,3,13,12
6167,29995,2017.0,0,1459,6,8,2,45320.0,0,0,0,0,0
5936,43194,2019.0,11,949,6,5,2,26147.0,0,2,0,10,12
1962,26977,2015.0,5,1998,6,8,2,143828.0,0,0,0,13,8
8753,36999,2018.0,12,552,6,5,2,37668.0,0,0,0,10,8
4885,500,2014.0,37,2123,3,3,2,25888.0,0,0,3,13,12
9276,33888,2018.0,5,1860,6,6,2,91023.0,0,0,0,10,9
2706,25990,2014.0,11,1516,2,8,4,13721.0,0,2,2,3,10
5322,16899,2006.0,5,1916,6,6,0,255107.0,0,0,3,8,3
3763,7950,2009.0,34,538,6,5,2,130355.0,0,0,1,9,10
3138,32995,2013.0,5,1921,6,8,2,27657.0,0,0,3,13,5
6213,27000,2014.0,29,87,6,8,2,70500.0,0,0,3,13,12
2755,1,2010.0,5,1436,6,8,2,147.0,0,0,3,13,12
8915,12850,2015.0,5,2152,2,5,2,75067.0,4,0,0,0,2
3235,38900,2018.0,11,1062,6,8,2,38000.0,0,0,3,13,12
4898,10500,2013.0,2,124,0,3,2,131661.0,0,0,2,9,0
2029,6600,2013.0,35,1354,6,8,2,88741.94803113553,0,0,3,13,12
5764,11995,2011.0,12,2077,6,8,4,126806.0,0,0,3,7,0
7765,1750,2005.0,34,1817,6,8,2,88741.94803113553,0,0,3,13,12
8356,2500,2009.0,12,372,2,5,2,204088.0,0,0,1,0,0
9061,25250,2019.0,11,2067,6,5,2,16321.0,0,2,0,9,8
5170,4950,2008.0,34,1630,2,7,2,178532.0,0,0,1,9,2
2629,2950,2008.0,6,1644,0,3,2,169000.0,0,0,1,4,1
4669,6599,2012.0,37,1308,0,3,2,122000.0,0,0,3,9,0
2206,28590,2018.0,34,2036,2,5,2,17553.0,0,2,3,8,10
3181,45990,2015.0,11,2008,6,6,0,90937.0,0,0,0,8,10
1107,17900,2015.0,29,5,2,6,2,136327.0,0,0,2,10,9
1867,29590,2015.0,5,1868,2,6,2,33092.0,0,2,0,8,0
8530,24999,2018.0,5,1436,6,3,2,17810.0,0,0,1,9,1
8328,33995,2017.0,8,772,6,6,2,44195.0,0,0,3,0,9
4928,0,2014.0,5,1436,0,8,2,42000.0,0,0,3,13,9
558,10450,2007.0,34,181,2,8,2,137255.0,0,2,3,0,0
7726,4400,2004.0,34,181,1,5,2,259881.0,4,0,0,13,12
8951,20999,2018.0,5,1436,6,3,2,6585.0,0,0,1,9,5
7208,11995,2005.0,5,927,6,8,2,115593.0,0,0,1,11,10
8941,29995,2020.0,18,1959,2,8,2,5754.0,0,0,3,0,10
7128,4950,2000.0,17,1259,2,6,2,153272.0,0,0,0,13,12
2068,7498,2009.0,22,503,0,5,2,138124.0,0,0,2,9,9
7691,19995,2003.0,35,890,6,8,2,155477.0,0,0,3,5,12
9912,45209,2019.0,5,2155,2,5,2,29000.0,0,0,3,0,5
1137,28995,2016.0,11,1069,6,8,0,157729.0,0,0,0,13,10
369,4000,2007.0,26,1503,2,5,2,180.0,0,0,0,0,10
1105,32900,2018.0,11,949,2,6,2,121496.0,0,0,0,10,10
340,14605,2017.0,29,1641,0,3,2,102382.0,0,0,1,11,10
4033,27990,2015.0,17,2251,2,5,2,41155.0,0,2,0,7,8
7502,17995,2016.0,11,2131,0,3,2,29549.0,0,0,1,11,9
2526,5500,2008.0,26,402,6,8,2,88741.94803113553,0,0,3,13,12
2132,4200,2008.0,26,402,6,3,2,136450.0,0,0,1,9,9
3470,10900,2018.0,26,2209,2,3,2,55766.0,0,0,1,9,3
9085,400,1996.0,37,226,6,8,2,88741.94803113553,0,0,3,13,12
103,28900,2014.0,34,2177,6,6,2,55000.0,0,0,2,13,9
873,34990,2016.0,11,2020,2,6,0,103335.0,0,0,2,10,10
2872,2995,2006.0,12,850,2,5,2,158831.0,0,0,2,0,0
7316,19995,2016.0,11,1141,0,3,2,42062.0,0,1,1,4,8
2725,4800,2005.0,23,1496,6,8,2,89000.0,5,0,3,13,3
7348,26995,2012.0,11,1023,6,8,2,42594.0,0,3,0,7,1
9799,64995,2020.0,5,1919,6,6,4,12518.0,0,0,0,8,10
637,19995,2010.0,17,2231,2,5,2,84478.0,0,2,0,0,0
6056,14995,2011.0,11,998,6,8,4,163366.0,0,0,0,8,10
8182,13995,2014.0,35,1598,0,3,2,63111.0,0,0,1,9,7
5103,6786,2009.0,27,2213,0,8,2,116221.0,0,1,1,12,8
3785,25989,2013.0,2,210,6,6,2,72038.0,0,0,2,9,0
8774,16999,2012.0,12,2311,6,6,4,137249.0,0,0,0,0,10
3496,12155,2015.0,34,538,6,3,2,118030.0,0,0,1,9,10
9996,2395,2009.0,8,1246,2,5,2,88741.94803113553,4,0,1,5,10
6211,15995,2013.0,11,899,6,8,4,131554.0,0,0,0,0,10
9868,21080,2020.0,5,2158,2,8,2,10.0,0,0,3,0,10
7131,31900,2015.0,15,1673,0,6,2,49542.0,1,0,0,0,10
5160,48000,2019.0,34,2182,3,6,2,20200.0,0,0,0,10,10
8748,39999,2016.0,5,1860,6,6,2,34872.0,0,0,0,10,8
5995,11921,2014.0,5,704,6,8,2,21076.0,0,0,3,9,1
2391,51464,2020.0,12,1835,6,8,2,88741.94803113553,0,0,3,13,12
2403,34206,2018.0,29,28,6,8,2,88741.94803113553,0,0,3,13,12
8652,39999,2017.0,12,552,6,3,0,15916.0,0,0,0,10,8
3519,10900,2013.0,15,1384,6,5,2,166763.0,0,0,0,13,5
2958,12000,2013.0,15,1206,3,5,2,125590.0,0,0,2,9,1
9766,38995,2017.0,29,90,6,5,0,124341.0,0,0,0,8,9
8918,18900,2018.0,11,873,6,3,2,37608.0,0,0,0,0,10
2137,6600,2012.0,13,600,6,3,2,100000.0,4,0,3,13,9
5822,46995,2016.0,11,1071,3,6,0,127043.0,0,0,0,10,5
2341,26971,2020.0,11,885,6,8,2,88741.94803113553,0,0,3,13,12
1973,14500,2008.0,11,998,0,8,0,88741.94803113553,0,0,3,10,8
2062,28950,2015.0,17,2231,0,8,2,88741.94803113553,0,0,0,13,9
7579,18988,2015.0,36,2278,6,8,2,109095.0,0,0,0,0,1
8823,10999,2012.0,11,1178,6,5,4,103112.0,0,0,3,9,1
3179,6477,2010.0,0,2164,0,3,2,131000.0,4,0,1,9,5
2805,29995,2015.0,12,2307,0,6,2,101479.0,0,0,2,13,12
9879,16990,2012.0,22,786,2,5,2,58585.0,0,0,2,9,12
6065,45800,2018.0,29,39,0,6,2,17177.0,0,0,0,10,10
3634,36990,2017.0,15,1673,6,6,2,61352.0,0,0,2,0,9
1534,3600,2008.0,11,873,6,5,2,250210.0,0,0,1,0,10
6895,13999,2012.0,34,1293,6,5,2,140932.0,0,0,3,0,10
2362,25990,2015.0,17,2241,2,5,2,47748.0,0,2,0,0,10
8002,16999,2016.0,18,1805,6,5,2,48667.0,0,0,1,7,1
9928,13495,2013.0,11,820,3,5,2,88741.94803113553,0,0,0,0,1
2654,16988,2019.0,26,1808,6,8,2,21408.0,0,0,1,13,9
3786,12970,2017.0,5,704,6,3,2,55878.0,0,0,1,9,1
7195,43999,2014.0,1,1776,0,6,2,32527.0,0,0,0,9,0
2640,1,2003.0,0,2106,6,8,2,302.0,0,0,3,13,12
7898,17000,1970.0,37,346,0,5,2,88741.94803113553,0,1,2,3,1
593,17500,2012.0,19,1285,2,6,2,143651.0,0,0,0,0,0
4486,4800,2009.0,26,402,2,3,2,202000.0,0,0,1,3,10
155,27990,2011.0,11,2018,2,6,0,147797.0,0,0,0,13,10
3821,8499,2015.0,26,404,0,3,2,35000.0,4,0,1,9,0
4251,8950,2010.0,20,1477,0,6,2,98225.0,0,0,1,9,3
477,28590,2015.0,11,1046,2,5,2,15593.0,0,2,3,8,10
5066,14995,2013.0,32,497,2,3,2,71485.0,0,1,2,3,3
5414,15950,2008.0,11,783,0,0,2,79985.0,0,0,2,1,12
407,45000,2004.0,37,279,3,6,2,48000.0,0,0,0,0,0
9524,6900,2014.0,18,1969,2,3,2,90000.0,0,0,1,4,2
1214,3950,2011.0,8,437,6,3,2,175067.0,0,0,1,9,0
5956,9999,1973.0,5,678,2,6,2,88741.94803113553,0,1,2,3,7
2865,19900,2013.0,11,1062,6,8,2,116000.0,0,0,3,13,12
4138,15900,2013.0,13,1626,0,5,2,114340.0,0,0,1,0,8
9995,2000,2006.0,30,1418,2,6,2,88741.94803113553,0,0,0,0,3
